Direction,Original_CCM,EDGeNet_CCM,Preservation
X→Y,0.9016065801208107,0.9410917451321004,1.0437942289706879
X→Z,0.49287790046805946,0.2788468173548391,0.5657523234254029
Y→X,0.8765638588902447,0.9502249423503997,1.0840339043334641
Y→Z,0.2371089026521096,0.35416515873090104,1.4936814044917515
Z→X,0.3390189540041066,0.30377483434627517,0.8960408577704345
Z→Y,0.25366301993841145,0.1364397754798235,0.5378780695465607
