Metric,Value
X_Correlation,0.950341830060302
Y_Correlation,0.9484454769149788
Z_Correlation,0.8305440551696607
X→Y_MI,1.3458836008687167
X→Z_MI,0.5825559963372333
X→Y_CrossCorr,0.9686997222608706
X→Z_CrossCorr,-0.04901384327749031
